numdate,polarity
2021-11-22,0.1203646
2021-11-23,0.08999810000000001
2021-11-24,0.0952371
2021-11-25,0.1537893
2021-11-26,0.07683839999999999
2021-11-27,0.1056221
2021-11-28,0.09445310000000001
2021-11-29,0.1287169
2021-11-30,0.10552819999999999
2021-12-01,0.1565396
2021-12-02,0.0940931
2021-12-03,0.0932591
2021-12-04,0.09005650000000001
2021-12-05,0.0762872
2021-12-06,0.12154849999999999
2021-12-07,0.1049721
2021-12-08,0.0977848
2021-12-09,0.1166739
2021-12-10,0.09060139999999998
2021-12-11,0.1568454
2021-12-12,0.11756520000000001
2021-12-13,0.1157094
2021-12-14,0.10559980000000001
2021-12-15,0.1022117
2021-12-16,0.1307998
2021-12-17,0.1285166
2021-12-18,0.13719589999999998
2021-12-19,0.13914749999999998
2021-12-20,0.075725
2021-12-21,0.097996
2021-12-22,0.0935164
2021-12-23,0.094066
2021-12-24,0.1055332
2021-12-25,0.0983876
2021-12-26,0.133945
2021-12-27,0.12179489999999998
2021-12-28,0.0950487
2021-12-29,0.1143165
2021-12-30,0.08782039999999999
2021-12-31,0.114764
